SuperBuiltUp Area,Area,Carpet Area,Price,FloorNumber,Parking,Furnishing,Location,Flooring,Bathrooms,Bedrooms,Balconies,Property
,630,,48,7,,,Kalyan (East),,1,1,0,Residential Apartment
600,,,29,7,1,Furnished,Vasai East,Vitrified,2,1,2,Residential Apartment
1900,,1207,446,18,2,Semifurnished,Byculla East,,3,3,1,Residential Apartment
600,500,365,80,16,1,,Maruti Nagar,,2,1,0,Residential Apartment
1075,1065,698,75,10,1,Unfurnished,Sector 36 Kamothe,Ceramic,2,2,3,Residential Apartment
1160,,,120,4,1,Unfurnished,Sector 20 Kharghar,Vitrified,2,2,2,Residential Apartment
1029,,,85,12,1,Unfurnished,Kharghar,Vitrified,2,2,2,Residential Apartment
,,640,51.5,15,1,Unfurnished,Shilphata,Vitrified,2,2,1,Residential Apartment
1050,900,650,162,19,1,,Maruti Nagar,Vitrified,2,2,0,Residential Apartment
598,478,362,75,18,1,,Triveni Nagar,Vitrified,1,1,0,Residential Apartment
659,,,49,9,1,Unfurnished,Sector-17 Kamothe,Vitrified,1,1,2,Residential Apartment
925,786,647,77,7,3,Furnished,Mira Road East,Vitrified,2,2,3,Residential Apartment
1060,1000,675,74,5,1,Unfurnished,Miragaon,Vitrified,2,2,3,Residential Apartment
1161,1098,798,79,12,1,,Dombivli (East),Wood,2,3,1,Residential Apartment
685,,,37.86,6,,,Karanjade,Vitrified,1,1,1,Residential Apartment
960,,,52.94,2,1,Unfurnished,Panvel,,2,2,2,Residential Apartment
,365,244,62,6,1,Unfurnished,Lokhandwala township,Vitrified,1,1,0,Residential Apartment
620,610,403,43,6,1,Unfurnished,Sector 11 Kamothe,Vitrified,1,1,2,Residential Apartment
,860,,98,,1,,Sector 7 Airoli,,2,2,0,Residential Apartment
1262,1000,765,185,16,1,Unfurnished,Borivali (East),Vitrified,1,2,0,Residential Apartment
1800,1790,1400,700,12,2,Semifurnished,Hiranandani Gardens - Powai,Marble,3,3,1,Residential Apartment
2600,2400,2100,145,4,1,Unfurnished,Kharghar,Mosaic,3,3,3,Residential Apartment
,1100,,125,6,1,Semifurnished,Sector-8A Airoli,,2,2,0,Residential Apartment
1050,,780,75,8,1,Furnished,Kalyan (East),Vitrified,2,2,1,Residential Apartment
1155,,,92,9,1,Unfurnished,Sector 17 Ulwe,Vitrified,2,2,3,Residential Apartment
645,,428,24.51,6,1,Semifurnished,Virar West,Vitrified,2,1,1,Residential Apartment
509,,,110,5,,Semifurnished,Malad (West),,2,1,0,Residential Apartment
485,,,25,3,1,Unfurnished,Ambernath,Others,1,1,0,Residential Apartment
932,,,125,10,1,Unfurnished,Thane West,Vitrified,2,1,3,Residential Apartment
677,,,50,5,1,Unfurnished,Kamothe,Vitrified,1,1,2,Residential Apartment
900,,,110,13,1,Semifurnished,Thane West,Vitrified,2,2,0,Residential Apartment
1020,,749,165,9,1,Semifurnished,JVLR,Marble,2,2,1,Residential Apartment
,600,,86.5,6,1,Unfurnished,"Sector-8 airoli, airoli",,1,1,1,Residential Apartment
1400,1390,1150,400,5,1,Semifurnished,Hiranandani Gardens - Powai,Marble,3,3,0,Residential Apartment
600,,500,175,3,1,,Railway Station.. Metro,Marble,2,1,0,Residential Apartment
1250,1220,760,250,24,1,Unfurnished,Palm Beach,Vitrified,2,2,3,Residential Apartment
,400,350,60,3,1,,kurla (west),,1,1,1,Residential Apartment
1050,980,600,70,1,1,,Sector-5 Kopar Khairane,Vitrified,2,2,2,Residential Apartment
775,,,53.46,2,1,Unfurnished,Panvel,Vitrified,1,1,1,Residential Apartment
1125,1119,678,147,12,1,Unfurnished,Tilak Nagar,Vitrified,2,2,0,Residential Apartment
1060,999,778,90,10,1,Unfurnished,Mira Road East,Vitrified,2,2,3,Residential Apartment
1300,1250,627,191,18,1,Semifurnished,Ghatkopar West,Vitrified,2,2,0,Residential Apartment
880,,590,150,16,1,Semifurnished,Mitha Nagar,Vitrified,2,2,1,Residential Apartment
,,1050,1050,19,1,Furnished,Walkeshwar,Granite,2,3,0,Residential Apartment
,,471,54,8,1,,Ghodbunder Road,Vitrified,1,1,0,Residential Apartment
,875,555,135,1,1,Furnished,khopat,Marble,2,2,0,Residential Apartment
1250,,823,160,5,1,Furnished,Lokhandwala township,Vitrified,3,3,1,Residential Apartment
,,417,115,,1,,Mulund (West),Vitrified,2,1,0,Residential Apartment
1215,1200,950,119,12,1,Furnished,Sector 10 Kharghar,Vitrified,2,2,3,Residential Apartment
,650,,40,2,1,Unfurnished,Ulwe,,1,1,2,Independent/Builder Floor
,470,380,67,3,10,,Thane (East),,1,1,0,Residential Apartment
620,520,420,95,7,,,Malad (West),Vitrified,2,1,0,Residential Apartment
1180,,,85,5,1,Unfurnished,Sector-8 Ulwe,Vitrified,2,2,2,Residential Apartment
890,,690,64,4,1,Unfurnished,Mira Bhayandar,Vitrified,2,2,2,Residential Apartment
1000,,716,175,3,1,Unfurnished,Andheri (East),,2,2,0,Residential Apartment
,1142,820,155,4,1,Semifurnished,Manpada,,2,3,2,Residential Apartment
,,940,450,2,1,Furnished,Andheri (West),Ceramic,3,3,1,Residential Apartment
,1200,,58,2,1,,Taloja,,2,2,2,Residential Apartment
635,508,444,47.63,7,1,Furnished,Ghodev,Vitrified,2,1,3,Residential Apartment
990,800,620,70,4,1,Unfurnished,Ulwe,Vitrified,2,2,1,Residential Apartment
,850,,31,2,,Unfurnished,Badlapur (West),Spartex,2,2,3,Residential Apartment
1200,999,890,310,15,1,Semifurnished,Goregaon (East),Vitrified,2,3,2,Residential Apartment
800,,,59,6,,,Sector 22 Kamothe,,1,2,1,Residential Apartment
,,1816,1225,16,3,,Kala Nagar,Vitrified,4,4,3,Residential Apartment
,590,,35,4,,Unfurnished,Sector-35 Kamothe,Vitrified,1,1,1,Residential Apartment
730,,,23.5,4,3,Unfurnished,Badlapur (East),Vitrified,2,2,1,Residential Apartment
,,2200,550,,1,,Goregaon (West),Vitrified,4,4,0,Independent/Builder Floor
428,385,380,32,4,1,,Lok vatika Kalyan East,,1,1,0,Residential Apartment
1840,,,700,4,2,Semifurnished,Prabhadevi,Marble,3,3,0,Residential Apartment
,1375,1250,725,5,1,,Khar West,Granite,3,3,1,Residential Apartment
,760,476,181,5,1,Unfurnished,Vikhroli (East),Vitrified,1,1,1,Residential Apartment
630,,,96,7,1,Unfurnished,Hiranandani Estate,Vitrified,2,1,1,Residential Apartment
1196,1150,751,199,13,1,Semifurnished,Chembur (East),Vitrified,2,2,2,Residential Apartment
1050,980,680,190,10,1,,Mulund (East),Vitrified,2,2,0,Residential Apartment
,660,470,75,4,1,Unfurnished,Dhokali,Vitrified,2,2,1,Residential Apartment
1026,,,102,17,1,,Ghodbunder Road,,2,2,1,Residential Apartment
1254,,,220,12,2,Semifurnished,Sector-10A Airoli,,2,2,2,Residential Apartment
1468,,1200,299,8,1,Furnished,Chembur,Others,3,3,3,Residential Apartment
666,,,39,1,1,Unfurnished,Ulwe,Vitrified,1,1,2,Residential Apartment
1800,,1300,286,12,2,Unfurnished,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
,565,430,70,4,1,Semifurnished,Vasant Vihar,Vitrified,1,1,0,Residential Apartment
615,,256,27.06,9,,Unfurnished,Taloja Panchanand,Vitrified,1,1,1,Residential Apartment
1470,1440,1029,130,10,1,Unfurnished,Sector-18 Ulwe,Vitrified,3,3,2,Residential Apartment
,1550,1250,595,28,2,Semifurnished,Hiranandani Gardens - Powai,Marble,3,3,0,Residential Apartment
950,,680,104,1,1,,Pokhran-2,,2,2,0,Residential Apartment
1026,,,111,11,1,Semifurnished,Ghodbunder Road,Vitrified,2,2,3,Residential Apartment
605,505,,68,3,1,Unfurnished,Sector 5 Ghansoli,Vitrified,1,1,1,Residential Apartment
1895,,,300,12,2,Unfurnished,Hiranandani Estate,Marble,3,3,1,Residential Apartment
,1225,,180,2,2,Furnished,Sector-6 Airoli,Vitrified,3,2,2,Independent House/Villa
1150,,,165,10,1,Unfurnished,Nerul,Vitrified,2,2,3,Residential Apartment
,630,450,30,2,1,Furnished,Ambernath,Marble,1,1,2,Residential Apartment
,1150,,145,11,1,Semifurnished,Airoli,,2,2,2,Residential Apartment
,550,410,90,1,1,Furnished,Malad (West),Ceramic,1,1,1,Residential Apartment
650,,,79.5,4,1,Unfurnished,Sector 19A Nerul,Vitrified,1,1,1,Residential Apartment
1100,950,750,170,2,1,Unfurnished,Tilak Nagar,Vitrified,2,2,1,Residential Apartment
,,1490,1400,8,1,Furnished,Malabar Hill,Vitrified,3,3,2,Residential Apartment
,415,,70,2,,Unfurnished,Kandivali (West),Vitrified,1,1,1,Residential Apartment
1140,,,82,11,1,Unfurnished,Kamothe,Vitrified,2,2,3,Residential Apartment
650,,415,45,4,1,Unfurnished,Sector 36 Kamothe,Vitrified,1,1,3,Residential Apartment
1850,1800,1180,360,10,2,,Goregaon (East),Marble,3,3,1,Residential Apartment
2575,2500,1800,619,25,2,Semifurnished,Parel,Vitrified,4,3,3,Residential Apartment
,,550,35,2,1,,Radha Nagar,,1,1,1,Residential Apartment
,610,452,75,3,1,,Dhokali,,1,1,0,Residential Apartment
1050,,,90,15,1,Semifurnished,Mira Road,,2,2,3,Residential Apartment
1800,1750,1200,345,4,1,Furnished,Chembur,Vitrified,3,2,3,Residential Apartment
,1000,,125,11,1,Unfurnished,Dhokali,Vitrified,2,2,1,Residential Apartment
963,,660,155,11,1,Unfurnished,Asha Nagar,Vitrified,2,2,2,Residential Apartment
,890,,37,2,1,,Ambernath East,Marble,1,2,2,Residential Apartment
,,1324,316,23,2,Unfurnished,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
561,560,415,40,6,,Unfurnished,G B Road,Vitrified,1,1,0,Residential Apartment
1040,1035,728,165,13,1,Furnished,Hiranandani Estate,Marble,2,2,0,Residential Apartment
633,560,455,69,15,3,Semifurnished,Majiwada,Vitrified,1,1,1,Residential Apartment
1700,,1400,300,9,1,Unfurnished,Sector-18 Nerul,,3,3,1,Residential Apartment
,,1251,301,21,2,Unfurnished,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
645,,,45.2,2,1,Unfurnished,Roadpali,Vitrified,1,1,2,Residential Apartment
4575,4500,,1900,13,2,Unfurnished,Panchkutir Ganesh Nagar,Wood,5,5,3,Residential Apartment
,900,,75,3,1,Unfurnished,Sector 36 Kamothe,Vitrified,2,2,3,Residential Apartment
665,,,27.4,5,1,Unfurnished,Ambernath,,1,1,2,Residential Apartment
1310,1250,,94,11,1,,Sector 18 Kamothe,Vitrified,2,2,3,Residential Apartment
770,,,43.31,2,1,Unfurnished,Panvel,,1,1,1,Residential Apartment
1000,,,67.5,7,1,Semifurnished,Mira Road,Vitrified,2,2,0,Residential Apartment
610,,448,97.23,9,1,Unfurnished,Kandivali (East),Vitrified,2,1,0,Residential Apartment
,,902,206,11,2,Unfurnished,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
1650,,,190,5,1,Furnished,Seawoods,Vitrified,3,3,3,Residential Apartment
1350,,,525,2,1,Unfurnished,Mahalaxmi,Vitrified,2,3,2,Residential Apartment
3100,3000,2100,610,16,1,Furnished,Ghatkopar West,Vitrified,4,4,3,Residential Apartment
1050,950,680,150,4,1,,Mulund (East),Vitrified,2,2,0,Residential Apartment
,,949,230,8,1,,Goregaon (East),,3,3,0,Residential Apartment
680,,,34.4,5,,Unfurnished,Karanjade,Vitrified,1,1,3,Residential Apartment
,2000,1200,125,1,1,,Panvel,Ceramic,2,2,1,Independent House/Villa
625,,,31.05,3,,Unfurnished,Karanjade,Vitrified,1,1,3,Residential Apartment
,2200,1850,900,2,2,Semifurnished,Vidya Nagari,Vitrified,5,5,3,Independent House/Villa
650,,370,26.66,1,,Semifurnished,Virar West,Vitrified,2,1,3,Residential Apartment
740,,,60,10,1,Unfurnished,Sector-35D Kharghar,,1,1,1,Residential Apartment
,,1011,242,10,2,,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
700,,500,59,3,,Furnished,Waghbil,Vitrified,2,2,0,Residential Apartment
1250,,,180,19,2,Semifurnished,Sector-10A Airoli,,2,2,2,Residential Apartment
1475,1470,1250,530,22,2,Semifurnished,Hiranandani Gardens - Powai,Marble,3,3,0,Residential Apartment
1111,,789,126,5,1,,Majiwada,Vitrified,2,2,1,Residential Apartment
1860,,,550,9,2,Semifurnished,Lokhandwala,Marble,4,4,0,Residential Apartment
595,,449,36,6,1,Semifurnished,Dombivli (East),Marble,1,1,1,Residential Apartment
,,230,48,15,,,Vikhroli (West),,1,1,2,Other
,,1075,125,4,1,,Sector 40 Seawoods,,2,2,0,Residential Apartment
622,,,53,3,1,Unfurnished,Sector-35 Kamothe,Vitrified,1,1,2,Residential Apartment
,,550,170,7,1,,Bandra (West),,2,1,0,Residential Apartment
485,,,26,3,1,Furnished,Nalasopara (West),Vitrified,1,1,0,Residential Apartment
1209,1190,858,134,9,1,Unfurnished,Majiwada,Vitrified,2,2,1,Residential Apartment
759,,460,55,14,1,Unfurnished,Kasar vadavali,Vitrified,1,1,2,Residential Apartment
,590,,68,2,1,Semifurnished,Sector-8A Airoli,,1,1,0,Residential Apartment
550,,,19,2,20,Furnished,Navare Nagar,,2,1,1,Residential Apartment
865,,645,58,9,1,Semifurnished,Dombivli (East),Vitrified,2,2,0,Residential Apartment
2400,,1706,307,10,3,Unfurnished,Thane West,Marble,5,4,3,Residential Apartment
750,700,486,55,13,1,Unfurnished,Anjurdive,Vitrified,1,1,1,Residential Apartment
873,,,48.5,4,1,Unfurnished,Nilje Gaon,Vitrified,2,2,2,Residential Apartment
,1200,,160,6,,,Jawahar Nagar,Vitrified,2,2,0,Residential Apartment
,520,,45,2,1,Semifurnished,Tilak Nagar,,1,1,0,Residential Apartment
1350,1300,900,274,16,1,Semifurnished,Wadala East,Vitrified,2,2,2,Residential Apartment
1050,,,82,6,1,Unfurnished,Sector 19 Kharghar,,2,2,2,Residential Apartment
960,720,553,62,11,1,Unfurnished,Mira Road East,,2,2,3,Residential Apartment
1000,,,95,4,1,Unfurnished,Sector 19 Kharghar,,2,2,3,Residential Apartment
,1115,,65,7,1,Unfurnished,Panvel,,2,2,2,Residential Apartment
1302,,998,197,36,2,Unfurnished,Borivali (East),Vitrified,2,2,2,Residential Apartment
,628,,80,8,,Unfurnished,Sector 7 Airoli,,1,1,1,Residential Apartment
650,,,45,3,1,,Sector-19 Belapur,Vitrified,2,1,1,Residential Apartment
1475,1325,950,285,8,1,Semifurnished,Deonar,Vitrified,2,3,0,Residential Apartment
,,430,80,10,1,Unfurnished,Malad (East),Vitrified,1,1,0,Residential Apartment
850,775,600,96,4,,Furnished,Sector-9 Charkop,Vitrified,2,2,0,Residential Apartment
1110,,,90,12,1,Unfurnished,Sector-9 Ulwe,Vitrified,2,2,3,Residential Apartment
1100,1095,715,60,9,1,Unfurnished,Karanjade,Vitrified,2,2,3,Residential Apartment
,,2000,1750,2,1,Semifurnished,e Drive,Vitrified,3,3,1,Residential Apartment
3780,,2350,1600,8,3,Unfurnished,Andheri (West),Marble,4,4,1,Residential Apartment
1050,,,65,3,1,Unfurnished,Ulwe,Vitrified,2,2,3,Residential Apartment
693,593,493,54.05,8,1,Semifurnished,Mira Road East,Vitrified,2,1,3,Residential Apartment
1130,,,85,5,1,Unfurnished,Sector 5 Ulwe,,2,2,3,Residential Apartment
710,,,50,9,1,,Mira Road,,2,1,0,Residential Apartment
,,435,125,7,1,Unfurnished,Hiranandani Estate,Marble,2,1,1,Residential Apartment
1015,,,62.93,4,,,Ulwe,,2,2,2,Residential Apartment
,586,410,85,7,6,Unfurnished,Nehru Nagar,Vitrified,1,1,0,Residential Apartment
721,,,63,11,1,Unfurnished,Ghodbunder Road,Vitrified,2,1,1,Residential Apartment
695,,,49,1,1,Unfurnished,Sector 23 Ulwe,Vitrified,1,1,2,Residential Apartment
,,1088,590,14,1,Semifurnished,Byculla West,Marble,2,2,1,Residential Apartment
625,,,25,,2,,More Gaon TalavNallasopara East,Ceramic,2,1,2,Residential Apartment
575,,,37.5,7,1,Semifurnished,Mira Road,Vitrified,1,1,3,Residential Apartment
660,,,26.4,3,1,Unfurnished,Dronagiri,Vitrified,1,1,2,Residential Apartment
675,670,438,45,2,,Unfurnished,Sector-8 Ulwe,Vitrified,1,1,2,Residential Apartment
1400,1200,1000,300,18,1,Furnished,Chembur (East),Marble,3,3,0,Residential Apartment
1000,,,75,3,1,Unfurnished,Sector-13 Kharghar,Vitrified,2,2,2,Residential Apartment
580,530,400,32,3,,Semifurnished,Nandivli,Vitrified,1,1,1,Residential Apartment
1650,,,105,8,1,Unfurnished,Sector-18 Ulwe,Vitrified,3,3,3,Residential Apartment
830,,615,32.88,4,1,Semifurnished,Virar West,Vitrified,2,2,1,Residential Apartment
1920,,,195,8,1,Unfurnished,Kharghar,,3,3,2,Residential Apartment
,625,,36,3,1,,Pandurangwadi,Vitrified,1,1,2,Residential Apartment
825,,610,138,7,,,Bhandup (West),,2,2,0,Residential Apartment
1500,,1251,275,13,1,,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
580,500,435,50,4,2,Furnished,Hatkesh Udhog Nagar,Vitrified,2,2,1,Residential Apartment
1100,,,110,12,1,Unfurnished,Sector 19 Kharghar,,2,2,3,Residential Apartment
2200,,1459,550,13,2,,Kala Nagar,,3,3,2,Residential Apartment
1615,,,125,5,1,Unfurnished,Sector 21 Ulwe,Vitrified,3,3,3,Residential Apartment
640,,,52,6,1,Unfurnished,Sector 23 Ulwe,Vitrified,1,1,2,Residential Apartment
760,,560,55,4,1,,Poonam Gardens,Vitrified,2,2,1,Residential Apartment
1205,,,79.51,2,1,Unfurnished,Panvel,,2,2,2,Residential Apartment
1210,1205,725,115,5,1,,kavesar,Vitrified,3,3,3,Residential Apartment
1260,1250,840,185,7,2,,Hiranandani Estate,Marble,4,2,0,Residential Apartment
,245,,7,4,1,Unfurnished,Virar East,,1,1,0,Other
985,800,700,155,7,1,Furnished,Sector 19A Nerul,Marble,2,2,1,Residential Apartment
,670,,41,2,3,,Gholai Nagar,,2,1,2,Residential Apartment
1000,,,60,5,1,Unfurnished,Roadpali,Vitrified,2,2,2,Residential Apartment
1600,,1034,238,1,2,Unfurnished,Borivali (East),Granite,3,3,0,Residential Apartment
630,,,64,2,1,Unfurnished,Koperkhairane,Vitrified,1,1,2,Residential Apartment
1750,1650,1342,860,12,1,,Cuffe Parade,Vitrified,4,3,1,Residential Apartment
,2500,,390,1,2,Semifurnished,Sector-16A Sanpada,Vitrified,3,3,2,Residential Apartment
920,910,598,65,4,1,Furnished,Sector 18 Kamothe,Ceramic,2,2,1,Residential Apartment
,550,,19,4,1,,Sector-19A Kopar Khairane,,1,1,1,Residential Apartment
525,425,345,36,2,,Furnished,Dombivli (East),Vitrified,1,1,0,Residential Apartment
575,,375,18.69,4,,Semifurnished,Palghar,Vitrified,2,1,3,Residential Apartment
1801,,,325,19,1,Semifurnished,Andheri (East),Wood,3,3,1,Residential Apartment
1070,900,710,355,3,1,,Prabhadevi,Marble,2,2,0,Residential Apartment
1340,1050,900,87,6,1,Unfurnished,Sector 2 Ulwe,,2,2,3,Residential Apartment
,515,,16.5,2,1,,Chikholi,,1,1,0,Residential Apartment
2120,2100,1950,340,30,1,Semifurnished,Gokuldham,Marble,3,3,1,Residential Apartment
1150,980,830,155,4,1,Semifurnished,Manpada,Vitrified,2,2,1,Residential Apartment
,717,,95,2,,,Gorai,Mosaic,2,2,0,Residential Apartment
1028,,680,87,5,1,Unfurnished,Ghodbunder Road,Vitrified,2,2,3,Residential Apartment
310,,201,8.06,,,Semifurnished,Palghar,Vitrified,1,1,2,Other
,1000,,78,8,1,Unfurnished,Wayle Nagar,Marble,2,2,0,Residential Apartment
,,246,72.79,10,1,Semifurnished,Ghatkopar (East),Marble,1,1,2,Residential Apartment
,575,,115,6,,,Wadala East,Vitrified,1,1,0,Residential Apartment
704,,,38.72,5,1,Unfurnished,Sector 17 Ulwe,Vitrified,1,1,2,Residential Apartment
,300,225,75,2,,Furnished,Prabhat Colony,Ceramic,1,1,0,Residential Apartment
800,700,500,20,2,20,,Shirgaon,Ceramic,1,1,3,Residential Apartment
,655,,25.5,3,1,,Rameshwadi,Ceramic,1,1,3,Residential Apartment
,560,,80,1,1,,Koperkhairane,,2,2,0,Residential Apartment
,600,,46,4,1,Furnished,Kamothe,Vitrified,2,2,3,Residential Apartment
1728,,,385,40,2,Semifurnished,Goregaon (East),,4,3,2,Residential Apartment
,585,,49,5,,Unfurnished,Mira Road,Vitrified,2,1,3,Residential Apartment
900,800,700,180,4,1,Semifurnished,Thakur Village,Vitrified,2,2,2,Residential Apartment
1300,1250,850,258,16,1,Semifurnished,Ghatkopar West,Vitrified,2,3,0,Residential Apartment
1249,1165,850,83,15,1,Unfurnished,Roadpali,Vitrified,2,2,2,Residential Apartment
1175,,,95,7,1,,Sector-25 Kamothe,Vitrified,2,2,3,Residential Apartment
650,600,450,48,5,,Unfurnished,Sector 36 Kamothe,Vitrified,1,1,3,Residential Apartment
1100,1000,800,95,6,1,Unfurnished,Sector 20 Kharghar,Vitrified,2,2,3,Residential Apartment
753,569,489,88,10,1,Unfurnished,Mira Road,Vitrified,3,3,3,Residential Apartment
,575,425,29.5,1,1,,Kasheli,Vitrified,1,1,1,Residential Apartment
1633,,1061,326,10,1,Unfurnished,Chembur (East),Vitrified,3,3,1,Residential Apartment
2100,2080,1460,330,13,2,Furnished,Hiranandani Estate,Marble,5,5,0,Residential Apartment
615,,,24.99,3,1,Furnished,Morya Nagar,Vitrified,2,1,1,Residential Apartment
,855,600,29.93,2,,Unfurnished,Badlapur (East),,2,2,3,Residential Apartment
,,434.3,97,2,1,,Malad (West),Vitrified,2,1,2,Residential Apartment
1050,900,700,115,2,1,Semifurnished,Sector 19 Nerul,Marble,2,2,1,Residential Apartment
,,309,91.37,10,1,Semifurnished,Ghatkopar (East),Marble,2,2,3,Residential Apartment
,605,366,60.5,11,1,,Bhandup (West),,1,1,0,Residential Apartment
1620,1385,1100,329,20,2,,4 Bunglows,Vitrified,2,3,3,Residential Apartment
,542,,36,2,,Unfurnished,Sector 21 Kamothe,Vitrified,1,1,0,Residential Apartment
,,1800,225,2,3,,Sector 12 Vashi,Marble,3,3,3,Residential Apartment
1430,1253,857,210,8,1,Unfurnished,Borivali (East),Marble,2,2,2,Residential Apartment
,1250,850,325,4,1,Unfurnished,Vile Parle (East),,3,3,0,Residential Apartment
1132,,,93.5,5,1,Furnished,Kamothe,Vitrified,2,2,3,Residential Apartment
1092,1090,750,112,14,1,Unfurnished,Sector 19 Kharghar,Vitrified,2,2,3,Residential Apartment
,,1324,316,27,2,Unfurnished,Hiranandani Estate,Vitrified,3,3,1,Residential Apartment
1300,1220,750,250,7,1,Unfurnished,Palm Beach,Vitrified,2,2,2,Residential Apartment
810,,564,132,10,1,Unfurnished,Kandivali (East),Vitrified,2,2,0,Residential Apartment
760,,480,60,9,1,Semifurnished,Mira Road East,,2,1,2,Residential Apartment
,,2014,1900,11,2,Furnished,Breach Candy,Vitrified,3,3,0,Residential Apartment
700,,,52,5,1,Unfurnished,Kamothe,Vitrified,1,1,2,Residential Apartment
1000,950,750,240,5,1,Furnished,Bhandup (West),Vitrified,2,2,3,Residential Apartment
,,535,75,4,2,,Malvani,,1,2,3,Residential Apartment
501,,330,21.75,7,1,Unfurnished,Naigaon (East),Vitrified,1,1,3,Residential Apartment
,,340,37,1,,,Sector-14 Nerul,Spartex,2,1,0,Residential Apartment
1460,,888,270,7,1,Semifurnished,Andheri (East),Vitrified,3,3,0,Residential Apartment
1300,,,95,8,1,Unfurnished,Kasar vadavali,Marble,3,3,0,Residential Apartment
,1065,,87,11,1,Unfurnished,kavesar,Marble,2,2,2,Residential Apartment
,864,630,53,8,1,Unfurnished,Dombivli (East),Ceramic,2,2,0,Residential Apartment
992,,618,180,10,1,Semifurnished,Andheri (East),Vitrified,2,2,0,Residential Apartment
650,,392,26,4,1,Semifurnished,Virar West,Vitrified,1,1,1,Residential Apartment
900,880,650,79,3,1,,Waghbil,Vitrified,2,2,0,Residential Apartment
1065,900,800,99,2,1,,Ranjanpada,Ceramic,2,2,2,Residential Apartment
,542,,35,2,,Unfurnished,Asudgaon,,1,1,0,Residential Apartment
665,,,38,4,1,Unfurnished,Karanjade,Vitrified,1,1,2,Residential Apartment
660,650,450,43,4,,Unfurnished,Kharghar,Vitrified,1,1,1,Residential Apartment
,2300,1472,114,7,1,Unfurnished,Dronagiri,,4,4,3,Residential Apartment
1545,1500,925,310,5,1,Unfurnished,Powai,Marble,3,3,2,Residential Apartment
1560,1460,960,190,2,1,Unfurnished,Nerul,Vitrified,3,3,3,Residential Apartment
1635,1600,1200,215,3,2,Unfurnished,Manpada,Mosaic,3,3,3,Residential Apartment
975,920,679,96,,1,,Dhokali,Vitrified,2,2,0,Residential Apartment
